 124  28616 150.03931 1.797000   0.6799 115.5  13.2  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  683.9490  159.6725    1.7077    0.2937   11.30
 125  28639 150.30827 1.797969   0.8093  96.9  12.5    6.7422  -99.0000  -99.0000  -99.0000  -99.0000      1.2053  -99.0000  -99.0000    0.7865    0.1353   10.91
 126  28697 150.24055 1.797520   0.8929 212.1  13.5   -1.2032  -99.0000  -99.0000  -99.0000  -99.0000      1.8856  -99.0000  -99.0000    6.0000    1.0320   11.53
 127  28706 149.99605 1.799021   0.6642 148.4  19.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  407.8699  -99.0000    0.8155    0.1403   11.09
 128  28731 150.24213 1.799956   0.8960 131.2  13.4   -0.6844  -99.0000  -99.0000  -99.0000  -99.0000      1.7407  -99.0000  -99.0000    3.2894    0.5658   10.91
 129  28792 150.00929 1.799555   0.7101 177.0 -99.0    5.2620    4.6947    2.2865  -99.0000  -99.0000      1.2688  894.4954  383.0753    0.6975    0.1200  -99.00
 130  28945 149.95947 1.801470   0.6810 272.5  20.1    1.0087    2.3815  -99.0000  -99.0000  -99.0000      1.7292   96.8447  328.8816    3.7650    0.6476   11.44
 131  28948 150.16879 1.801227   0.7326 114.5  13.4  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  392.9072  -99.0000    3.6488    0.6276   11.18
 132  28956 149.91338 1.803793   1.3521 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    1.0596    0.1823  -99.00
 133  29008 150.00169 1.802757   0.6641 209.8  14.0   -0.2264    1.3781    3.0603    2.0116    3.5683    -99.0000   24.5622   75.5625    4.3408    0.7466   11.49
 134  29014 150.24879 1.803658   0.7024  85.7  21.8    9.1502    5.7588  -99.0000  -99.0000  -99.0000      1.2351  229.6974   97.3205    0.4590    0.0789   10.63
 135  29111 150.15414 1.804248   1.1722 178.9  29.8  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    6.0000    1.0320   11.66
 136  29183 150.08154 1.805735   0.8275  95.9  29.0    5.9278  -99.0000  -99.0000  -99.0000  -99.0000      1.2385  -99.0000  -99.0000    0.7121    0.1225   10.90
 137  29229 149.94092 1.806231   0.8311 134.6  16.6    5.1699  -99.0000  -99.0000  -99.0000  -99.0000      1.3819  -99.0000  -99.0000    6.0000    1.0320   11.00
 138  29244 150.17561 1.806312   0.6727 168.0  18.8  -99.0000    4.5464    1.6350    0.0868    1.0956    -99.0000  728.1470  392.5682    1.5799    0.2717   11.52
 139  29329 150.16573 1.806705   0.9185 184.2  18.1    5.7250  -99.0000  -99.0000  -99.0000  -99.0000      1.3935  -99.0000  -99.0000    3.3138    0.5700   11.72
 140  29402 150.20566 1.809700   0.9404  66.1  30.2    5.3137  -99.0000  -99.0000  -99.0000  -99.0000      1.1394  -99.0000  -99.0000    1.1764    0.2023   10.06
 141  29406 150.01602 1.808091   0.7382 152.5   9.4    2.6707    2.3367  -99.0000  -99.0000  -99.0000      1.5309   -4.6838   41.5268    6.0000    1.0320   11.01
 142  29407 150.14552 1.809297   1.0203 125.1  40.7    6.2503  -99.0000  -99.0000  -99.0000  -99.0000      1.2427  -99.0000  -99.0000    1.0182    0.1751   11.09
 143  29436 149.90511 1.810538   0.8312  62.3  47.1    4.9822  -99.0000  -99.0000  -99.0000  -99.0000      1.0598    0.0000    0.0000    0.6147    0.1098   10.47
